Train_Percentage,C4.5_Unpruned,C4.5_Pruned,CART_Unpruned,CART_Pruned
10.0,0.5614882506527415,0.5879895561357702,0.5496083550913838,0.5077023498694517
30.0,0.5956375838926175,0.5840604026845637,0.5773489932885906,0.6043624161073825
50.0,0.5795774647887324,0.5957746478873239,0.6070422535211267,0.6220657276995305
70.0,0.6125,0.61640625,0.60078125,0.601171875
90.0,0.6011627906976744,0.6,0.6290697674418605,0.6174418604651163
